BHID,From,To,Rock Type/ Alterations,Symbol,Rtype,Description,
BH2,38,39,Basalt,B-S,3,Dark greenish grey slightly fractured & fragmented hydrothermally altered basalt containing serpentine,
BH2,39,40,Basalt,B-S,3,Dark greenish grey slightly fractured & fragmented hydrothermally altered basalt containing serpentine,
BH2,40,41,Basalt,B-Gr,1,Dark greenish grey highly fractured & fragmented hydrothermally altered basalt ,
BH2,41,42,Basalt,B-Gr,1,Dark greenish grey slightly fractured & fragmented hydrothermally altered basalt ,
BH2,42,43,Basalt,B-Gr,1,Dark greenish grey slightly fractured & fragmented hydrothermally altered basalt ,
BH2,43,44,Basalt,B-Gr,1,Dark greenish grey slightly fractured & fragmented hydrothermally altered basalt ,
BH2,44,45,Basalt,B-Gr,1,Dark greenish grey slightly fractured & fragmented hydrothermally altered basalt ,
BH2,45,46,Basalt,B-Gr,1,Dark greenish grey slightly fractured & fragmented hydrothermally altered basalt ,
BH2,46,47,Basalt,B-Gr,1,Dark greenish grey highly fractured & fragmented hydrothermally altered basalt ,
BH2,47,48,Basalt,B-Gr,1,Dark greenish grey highly fractured & fragmented hydrothermally altered basalt ,
BH2,48,49,Basalt,B-S,3,Dark greenish grey highly fractured & fragmented hydrothermally altered basalt containing serpentine,
BH2,49,50,Basalt,B-S,3,Dark greenish grey highly fractured & fragmented hydrothermally altered basalt containing serpentine,
BH2,50,51,Basalt,B-S,3,Dark greenish grey highly fractured & fragmented hydrothermally altered basalt containing serpentine,
BH2,51,52,Basalt,B-S,3,Dark greenish grey highly fractured & fragmented hydrothermally altered basalt containing serpentine,
BH2,52,53,Basalt,B-S,3,Dark greenish grey highly fractured & fragmented hydrothermally altered basalt containing serpentine,
BH2,53,54,Basalt,B-S,3,Dark greenish grey highly fractured & fragmented hydrothermally altered basalt containing serpentine,
BH2,54,55,Basalt,B-S,3,Dark greenish grey highly fractured & fragmented hydrothermally altered basalt containing serpentine,
BH2,55,56,Basalt,B-S,3,Dark greenish grey highly fractured & fragmented hydrothermally altered basalt containing serpentine,
BH2,56,57,Basalt,B-S,3,Dark greenish grey highly fractured & fragmented hydrothermally altered basalt containing serpentine,
BH2,57,58,Basalt,B-S,3,Dark greenish grey highly fractured & fragmented hydrothermally altered basalt containing serpentine,
BH2,58,59,Basalt,B-S,3,Dark greenish grey highly fractured & fragmented hydrothermally altered basalt containing serpentine,
BH2,59,60,Basalt,B-S,3,Dark greenish grey highly fractured & fragmented hydrothermally altered basalt containing serpentine,
BH2,60,61,Basalt,B-S,3,Dark greenish grey highly fractured & fragmented hydrothermally altered basalt containing serpentine,
BH2,61,62,Basalt,B-S,3,Dark greenish grey highly fractured & fragmented hydrothermally altered basalt containing serpentine,
BH2,62,63,Basalt,B-S,3,Dark greenish grey slightly fractured & fragmented hydrothermally altered basalt containing serpentine,
BH2,63,64,Basalt,B-S,3,Dark greenish grey slightly fractured & fragmented hydrothermally altered basalt containing serpentine,
BH2,64,65,Basalt,B-S,3,Dark greenish grey slightly fractured & fragmented hydrothermally altered basalt containing serpentine,
BH2,65,66,Basalt,B-S,3,Dark greenish grey slightly fractured & fragmented hydrothermally altered basalt containing serpentine,
BH2,66,67,Basalt,B-S,3,Dark greenish grey slightly fractured & fragmented hydrothermally altered basalt containing serpentine,
BH2,67,68,Basalt,B-S,3,Dark greenish grey hydrothermally altered basalt dominated by mafic minerals containing serpentine ,
BH2,68,69,Basalt,B-S,3,Dark greenish grey hydrothermally altered basalt dominated by mafic minerals containing serpentine ,
BH2,69,70,visicular basalt,B-S,3,Dark greenish grey hydrothermally altered basalt dominated by mafic minerals containing serpentine ,
BH2,70,71,visicular basalt,B-S,3,Dark greenish grey hydrothermally altered basalt dominated by mafic minerals containing serpentine ,
BH2,71,72,visicular basalt,B-S,3,Dark greenish grey hydrothermally altered basalt dominated by mafic minerals containing serpentine ,
BH2,72,73,visicular basalt,B-S,3,Dark greenish grey hydrothermally altered basalt dominated by mafic minerals containing serpentine ,
BH2,73,74,visicular basalt,B-S,3,Dark greenish grey hydrothermally altered basalt dominated by mafic minerals containing serpentine ,
BH2,74,75,visicular basalt,B-S,3,Dark greenish grey hydrothermally altered basalt dominated by mafic minerals containing serpentine ,
BH2,75,76,visicular basalt,B-S,3,Light greenish grey to dark greenish grey slightly altered basalt dominated by mafic minerals containing serpentine ,
BH2,76,77,visicular basalt,B-S,3,Light greenish grey to dark greenish grey slightly altered basalt dominated by mafic minerals containing serpentine ,
BH2,77,78,Basalt,B-S,3,Light greenish grey to dark greenish grey slightly altered basalt dominated by mafic minerals containing serpentine ,
BH2,78,79,Basalt,B-S,3,Light greenish grey to dark greenish grey slightly altered basalt dominated by mafic minerals containing serpentine ,
BH2,79,80,Basalt,B-S,3,Light greenish grey to dark greenish grey slightly altered basalt dominated by mafic minerals containing serpentine ,
BH2,80,81,Basalt,B-S,3,Light greenish grey to dark greenish grey slightly altered basalt dominated by mafic minerals containing serpentine ,
BH2,81,82,Basalt,B-S,3,Light greenish grey to dark greenish grey slightly altered basalt dominated by mafic minerals containing serpentine ,
BH2,82,83,Basalt,B-S,3,Dark greenish grey fractured and fragmened hydrothermally altered basalt dominated by mafic minerals containing serpentine ,
BH2,83,84,Basalt,B-S,3,Dark greenish grey fractured and fragmened hydrothermally altered basalt dominated by mafic minerals containing serpentine ,
BH2,84,85,Basalt,B-S,3,Light greenish grey to dark greenish grey slightly altered basalt dominated by mafic minerals containing serpentine ,
BH2,85,86,Basalt,B-S,3,Light greenish grey to dark greenish grey slightly altered basalt dominated by mafic minerals containing serpentine ,
BH2,86,87,Basalt,B-S,3,Light greenish grey to dark greenish grey slightly altered basalt dominated by mafic minerals containing serpentine ,
BH2,87,88,Basalt,B-S,3,Light greenish grey to dark greenish grey slightly altered basalt dominated by mafic minerals containing serpentine ,
BH2,88,89,Basalt,B-S,3,Light greenish grey to dark greenish grey slightly altered basalt dominated by mafic minerals containing serpentine ,
BH2,89,90,Basalt,B-S,3,Light greenish grey to dark greenish grey slightly altered basalt dominated by mafic minerals containing serpentine ,
BH2,90,91,Basalt,B-S,3,Light greenish grey to dark greenish grey slightly altered basalt dominated by mafic minerals containing serpentine ,
BH2,91,92,Basalt,B-S,3,Light greenish grey to dark greenish grey slightly altered basalt dominated by mafic minerals containing serpentine ,
BH2,92,93,Basalt,B-S,3,Light greenish grey to dark greenish grey slightly altered basalt dominated by mafic minerals containing serpentine ,
BH2,93,94,Basalt,B-S,3,Dark greenish grey slightly fractured and fragmened hydrothermally altered basalt dominated by mafic minerals containing serpentine ,
BH2,94,95,Basalt,B-S,3,Dark greenish grey slightly fractured and fragmened hydrothermally altered basalt dominated by mafic minerals containing serpentine ,
BH2,95,96,Basalt,B-S,3,Dark greenish grey slightly fractured and fragmened hydrothermally altered basalt dominated by mafic minerals containing serpentine ,
BH2,96,97,Basalt,B-S,3,Dark greenish grey slightly fractured and fragmened hydrothermally altered basalt dominated by mafic minerals containing serpentine ,
BH2,97,98,Basalt,B-S,3,Dark greenish grey slightly fractured and fragmened hydrothermally altered basalt dominated by mafic minerals containing serpentine ,
BH2,98,99,Basalt,B-S,3,Dark greenish grey slightly fractured and fragmened hydrothermally altered basalt dominated by mafic minerals containing serpentine ,
BH2,99,100,Basalt,B-S,3,Dark greenish grey slightly fractured and fragmened hydrothermally altered basalt dominated by mafic minerals containing serpentine ,
BH2,100,101,Basalt,B-S,3,Dark greenish grey slightly fractured and fragmened hydrothermally altered basalt dominated by mafic minerals containing serpentine ,
BH2,101,102,Basalt,B-S,3,Dark greenish grey slightly fractured and fragmened hydrothermally altered basalt dominated by mafic minerals containing serpentine ,
BH2,102,103,Basalt,B-S,3,Dark greenish grey slightly fractured and fragmened hydrothermally altered basalt dominated by mafic minerals containing serpentine ,
BH2,103,104,Basalt,B-S,3,Dark greenish grey slightly fractured and fragmened hydrothermally altered basalt dominated by mafic minerals containing serpentine ,
BH2,104,105,Basalt,B-S,3,Dark greenish grey slightly fractured and fragmened hydrothermally altered basalt dominated by mafic minerals containing serpentine ,
BH2,105,106,Basalt,B-S,3,Dark greenish grey slightly fractured and fragmened hydrothermally altered basalt dominated by mafic minerals containing serpentine ,
BH2,106,107,Basalt,B-S,3,Dark greenish grey slightly fractured and fragmened hydrothermally altered basalt dominated by mafic minerals containing serpentine ,
BH2,107,108,Basalt,B-S,3,Dark grey highly fractured & fragmented hydrothermally altered basalt dominated by mafic minerals,
BH2,108,109,Basalt,B-S,3,Dark grey highly fractured & fragmented hydrothermally altered basalt dominated by mafic minerals,
BH2,109,110,Basalt,B-S,3,Dark grey highly fractured & fragmented hydrothermally altered basalt dominated by mafic minerals,
BH2,110,111,Basalt,B-S,3,Light greenish grey fractured and fragmented unaltered basalt  ,
BH2,111,112,Basalt,B-Ma,5,Dark grey highly fractured & fragmented slightly  altered basalt dominated by mafic minerals,
BH2,112,113,Basalt,B-Ma,5,Dark grey highly fractured & fragmented slightly  altered basalt dominated by mafic minerals,
BH2,113,114,Basalt,B-Ma,5,Dark grey highly fractured & fragmented slightly  altered basalt dominated by mafic minerals,
BH2,114,115,Basalt,B-Ma,5,Dark grey highly fractured & fragmented slightly  altered basalt dominated by mafic minerals,
BH2,115,116,Basalt,B-Ma,5,Dark grey highly fractured & fragmented slightly  altered basalt dominated by mafic minerals,
BH2,116,117,Basalt,B-Ma,5,Dark grey highly fractured & fragmented slightly  altered basalt dominated by mafic minerals,
BH2,117,118,Basalt,B-Ma,5,Dark grey highly fractured & fragmented slightly  altered basalt dominated by mafic minerals,
BH2,118,119,Basalt,B-Ma,5,Dark grey highly fractured & fragmented slightly  altered basalt dominated by mafic minerals,
BH2,119,120,Basalt,B-Ma,5,Dark greenish grey highly fractured and fragmened hydrothermally altered basalt dominated by mafic minerals containing serpentine ,
BH2,120,121,Basalt,B-S,3,Light greenish grey higly fractured and fragmented slightly altered basalt containing serpentine at places,
BH2,121,122,Basalt,B-S,3,Light greenish grey higly fractured and fragmented slightly altered basalt containing serpentine at places,
BH2,122,123,Basalt,B-Ma,5,Dark grey highly slightly fractured & fragmented hydrothermally altered basalt dominated by mafic minerals,
BH2,123,124,Basalt,B-Ma,5,Dark grey highly fractured & fragmented slightly  altered basalt dominated by mafic minerals,
BH2,124,125,Basalt,B-S,3,Dark greenish grey higly fractured and fragmented hydrothermally altered basalt containing serpentine at places,
BH2,125,126,Basalt,B-S,3,Dark greenish grey higly fractured and fragmented hydrothermally altered basalt containing serpentine at places,
BH2,126,127,Basalt,B-S,3,Dark greenish grey higly fractured and fragmented hydrothermally altered basalt containing serpentine at places,
BH2,127,128,Basalt,B-S,3,Dark greenish grey higly fractured and fragmented hydrothermally altered basalt containing serpentine at places,
BH2,128,129,Basalt,B-S,3,Dark greenish grey higly fractured and fragmented hydrothermally altered basalt containing serpentine at places,
BH2,129,130,Basalt,B-S,3,Dark greenish grey higly fractured and fragmented hydrothermally altered basalt containing serpentine at places,
BH2,130,131,Basalt,B-S,3,Dark greenish grey higly fractured and fragmented hydrothermally altered basalt containing serpentine at places,
BH2,131,132,Basalt,B-S,3,Dark greenish grey higly fractured and fragmented hydrothermally altered basalt containing serpentine at places,
BH2,132,133,Basalt,B-Ja,7,Dark greenish grey to redish grey hybrid altered rock cotaining serpentine and jasperite at places,
BH2,133,134,Basalt,B-Ja,7,Dark greenish grey to redish grey hybrid altered rock cotaining serpentine and jasperite at places,
BH2,134,135,Basalt,B-Ja,7,Dark greenish grey to redish grey hybrid altered rock cotaining serpentine and jasperite at places,
BH2,135,136,Basalt,B-Ja,7,Dark greenish grey to redish grey hybrid altered rock cotaining serpentine and jasperite at places,
BH2,136,137,Basalt,B-S,3,Dark greenish grey hydrothermally altered basalt containing serpentine at places,
BH2,137,138,Basalt,B-S,3,Dark greenish grey hydrothermally altered basalt containing serpentine at places,
BH2,138,139,Basalt,B-S,3,Dark greenish grey hydrothermally altered basalt containing serpentine at places,
BH2,139,140,Basalt,B-S,3,Dark greenish grey to redish grey hybrid altered rock cotaining serpentine and jasperite at places,
BH2,140,141,Basalt,B-S,3,Dark greenish grey to redish grey hybrid altered rock cotaining serpentine and jasperite at places,
BH2,141,142,Basalt,B-S,3,Dark greenish grey to redish grey hybrid altered rock cotaining serpentine and jasperite at places,
BH2,142,143,Basalt,B-S,3,Dark greenish grey to redish grey hybrid altered rock cotaining serpentine and jasperite at places,
BH2,143,144,Basalt,B-S,3,Dark greenish grey to redish grey hybrid altered rock cotaining serpentine and jasperite at places,
BH2,144,145,Basalt,B-S,3,Dark greenish grey to redish grey hybrid altered rock cotaining serpentine and jasperite at places,
BH2,145,146,Basalt,B-S,3,Dark greenish grey to redish grey hybrid altered rock cotaining serpentine and jasperite at places,
BH2,146,147,Basalt,B-S,3,Light greenish grey to redish grey unaltered basalt cotaining serpentine and jasperite at places,
BH2,147,148,Basalt,B-S,3,Light greenish grey to redish grey unaltered basalt cotaining serpentine and jasperite at places,
BH2,148,149,Basalt,B-S,3,Dark greenish grey to redish grey hybrid altered rock cotaining serpentine and jasperite at places,
BH2,149,150,Basalt,B-S,3,Dark greenish grey to redish grey hybrid altered rock cotaining serpentine and jasperite at places,
BH2,150,151,Basalt,B-S,3,Dark greenish grey to redish grey hybrid altered rock cotaining serpentine and jasperite at places,
BH2,151,152,Basalt,B-S,3,Dark greenish grey to redish grey hybrid altered rock cotaining serpentine and jasperite at places,
BH2,152,153,Basalt,B-S,3,Dark greenish grey to redish grey hybrid altered rock cotaining serpentine and jasperite at places,
BH2,153,154,Basalt,B-S,3,Dark greenish grey to redish grey hybrid altered rock cotaining serpentine and jasperite at places,
BH2,154,155,Basalt,B-S,3,Dark greenish grey to redish grey hybrid altered rock cotaining serpentine and jasperite at places,
BH2,155,156,Basalt,B-S,3,Dark greenish grey to redish grey hybrid altered rock cotaining serpentine and jasperite at places,
BH2,156,157,Basalt,B-S,3,Dark greenish grey to redish grey hybrid altered rock cotaining serpentine and jasperite at places,
BH2,157,158,Basalt,B-S,3,Light greenish grey to redish grey fractured and fragmented unaltered basalt cotaining serpentine and jasperite at places,
BH2,158,159,Basalt,B-S,3,Light greenish grey to redish grey fractured and fragmented unaltered basalt cotaining serpentine and jasperite at places,
BH2,159,160,Basalt,B-S,3,Light greenish grey to redish grey fractured and fragmented unaltered basalt cotaining serpentine and jasperite at places,
BH2,160,161,Basalt,B-S,3,Light greenish grey to redish grey fractured and fragmented unaltered basalt cotaining serpentine and jasperite at places,
BH2,161,162,Basalt,B-S,3,Light greenish grey to redish grey fractured and fragmented unaltered basalt cotaining serpentine and jasperite at places,
BH2,162,163,Basalt,B-S,3,Light greenish grey to redish grey fractured and fragmented unaltered basalt cotaining serpentine and jasperite at places,
BH2,163,164,Basalt,B-S,3,Dark greenish grey to redish grey fractured and fragmented hybrid altered rock cotaining serpentine and jasperite at places,
BH2,164,165,Basalt,B-S,3,Dark greenish grey to redish grey fractured and fragmented hybrid altered rock cotaining serpentine and jasperite at places,
BH2,165,166,Basalt,B-S,3,Dark greenish grey to redish grey fractured and fragmented hybrid altered rock cotaining serpentine and jasperite at places,
BH2,166,167,Basalt,B-S,3,Dark greenish grey to redish grey fractured and fragmented hybrid altered rock cotaining serpentine and jasperite at places,
BH2,167,168,Basalt,B-S,3,Dark greenish grey to redish grey fractured and fragmented hybrid altered rock cotaining serpentine and jasperite at places,
BH2,168,169,Basalt,B-S,3,Dark greenish grey to redish grey fractured and fragmented hybrid altered rock cotaining serpentine and jasperite at places,
BH2,169,170,Basalt,B-S,3,Dark greenish grey to redish grey fractured and fragmented hybrid altered rock cotaining serpentine and jasperite at places,
BH2,170,171,Basalt,B-S,3,Dark greenish grey to redish grey fractured and fragmented hybrid altered rock cotaining serpentine and jasperite at places,
BH2,171,172,Basalt,B-S,3,Dark greenish grey to redish grey fractured and fragmented hybrid altered rock cotaining serpentine and jasperite at places,
BH2,172,173,Basalt,B-S,3,Dark greenish grey to redish grey fractured and fragmented hybrid altered rock cotaining serpentine and jasperite at places,
BH2,173,174,Basalt,B-S,3,Dark greenish grey hydrothermally altered basalt dominated by mafic minerals containing serpentine ,
BH2,174,175,Basalt,B-S,3,Dark greenish grey hydrothermally altered basalt dominated by mafic minerals containing serpentine ,
BH2,175,176,Basalt,B-S,3,Dark greenish grey hydrothermally altered basalt dominated by mafic minerals containing serpentine ,
BH2,176,177,Basalt,B-S,3,Dark greenish grey hydrothermally altered basalt dominated by mafic minerals containing serpentine ,
BH2,177,178,Basalt,B-S,3,Dark greenish grey hydrothermally altered basalt dominated by mafic minerals containing serpentine ,
BH2,178,179,Basalt,B-S,3,Dark greenish grey hydrothermally altered basalt dominated by mafic minerals containing serpentine ,
BH2,179,180,Basalt,B-S,3,Dark greenish grey to redish grey hybrid altered rock cotaining serpentine and jasperite at places,
BH2,180,181,Basalt,B-S,3,Dark greenish grey to redish grey hybrid altered rock cotaining serpentine and jasperite at places,
BH2,181,182,Basalt,B-S,3,Dark greenish grey to redish grey hybrid altered rock cotaining serpentine and jasperite at places,
BH2,182,183,Basalt,B-S,3,Dark greenish grey to redish grey hybrid altered rock cotaining serpentine and jasperite at places,
BH2,183,184,Basalt,B-S,3,Dark greenish grey to redish grey hybrid altered rock cotaining serpentine and jasperite at places,
BH2,184,185,Basalt,B-S,3,Dark greenish grey to redish grey hybrid altered rock cotaining serpentine and jasperite at places,
BH2,185,186,Basalt,B-S,3,Dark greenish grey to redish grey hybrid altered rock cotaining serpentine and jasperite at places,
BH2,186,187,Basalt,B-S,3,Dark greenish grey to redish grey hybrid altered rock cotaining serpentine and jasperite at places,
BH2,187,188,Basalt,B-S,3,Dark greenish grey to redish grey hybrid altered rock cotaining serpentine and jasperite at places,
BH2,188,189,Basalt,B-S,3,Dark greenish grey to redish grey hybrid altered rock cotaining serpentine and jasperite at places,
BH2,189,190,Basalt,B-S,3,Dark greenish grey to redish grey hybrid altered rock cotaining serpentine and jasperite at places,
BH2,190,191,Basalt,B-S,3,Dark greenish grey to redish grey hybrid altered rock cotaining serpentine and jasperite at places,
BH2,191,192,Basalt,B-S,3,Dark greenish grey to redish grey hybrid altered rock cotaining serpentine and jasperite at places,
BH2,192,193,Basalt,B-S,3,Dark greenish grey to redish grey hybrid altered rock cotaining serpentine and jasperite at places,
BH2,193,194,Basalt,B-S,3,Dark greenish grey to redish grey hybrid altered rock cotaining serpentine and jasperite at places,
BH2,194,195,Basalt,B-S,3,Dark greenish grey to redish grey hybrid altered rock cotaining serpentine and jasperite at places,
BH2,195,196,Basalt,B-S,3,Dark greenish grey to redish grey hybrid altered rock cotaining serpentine and jasperite at places,
BH3,0,1,Basalt,B-S,3,Dark greenish grey fractured and fragmented hydrothermally altered basalt at places contain serpentine,
BH3,1,2,Basalt,B-S,3,Dark greenish grey fractured and fragmented hydrothermally altered basalt at places contain serpentine,
BH3,2,3,Basalt,B-S,3,Dark greenish grey fractured and fragmented hydrothermally altered basalt at places contain serpentine,
BH3,3,4,Basalt,B,2,Dark grey highly fractured and fragmented hydrothermally altered basalt,
BH3,4,5,Basalt,B,2,Dark grey highly fractured and fragmented hydrothermally altered basalt,
BH3,5,6,Basalt,B,2,Dark grey highly fractured and fragmented hydrothermally altered basalt,
BH3,6,7,Basalt,B-Ja,7,Dark grey to reddish grey altered basalt containing jasperite at places,
BH3,7,8,Basalt,B-Ja,7,Dark grey to reddish grey altered basalt containing jasperite at places,
BH3,8,9,Basalt,B-Ja,7,Dark grey to reddish grey altered basalt containing jasperite at places,
BH3,9,10,Basalt,B-Ja,7,Dark grey to reddish grey altered basalt containing jasperite at places,
BH3,10,11,Basalt,B-Ja,7,Dark grey to reddish grey altered basalt containing jasperite at places,
BH3,11,12,Basalt,B-Ja,7,Dark grey to reddish grey altered basalt containing jasperite at places,
BH3,12,13,Basalt,B-Ja,7,Dark grey to reddish grey altered basalt containing jasperite at places,
BH3,13,14,Basalt,B-Ja,7,Dark grey to reddish grey altered basalt containing jasperite at places,
BH3,14,15,Basalt,B-Ja,7,Dark grey to reddish grey altered basalt containing jasperite at places,
BH3,15,16,Basalt,B-Ja,7,Dark grey to reddish grey altered basalt containing jasperite at places,
BH3,16,17,Basalt,B-Ja,7,Dark grey to reddish grey altered basalt containing jasperite at places,
BH3,17,18,Basalt,B-Ja,7,Dark grey to reddish grey altered basalt containing jasperite at places,
BH3,18,19,Basalt,B-Ja,7,Dark grey to reddish grey altered basalt containing jasperite at places,
BH3,19,20,Basalt,B-Ja,7,Dark grey to reddish grey altered basalt containing jasperite at places,
BH3,20,21,Basalt,B-Ja,7,Dark grey to reddish grey altered basalt containing jasperite at places,
BH3,21,22,Basalt,B-Ja,7,Dark grey to reddish grey altered basalt containing jasperite at places,
BH3,22,23,Basalt,B-Ja,7,Dark grey to reddish grey unaltered basalt containing jasperite at places,
BH3,23,24,Basalt,B-Ja,7,Dark grey to reddish grey unaltered basalt containing jasperite at places,
BH3,24,25,Basalt,B-Ja,7,Dark grey to reddish grey unaltered basalt containing jasperite at places,
BH3,25,26,Basalt,B-Ja,7,Dark grey to reddish grey unaltered basalt containing jasperite at places,
BH3,26,27,Basalt,B-Ja,7,Dark grey to reddish grey unaltered basalt containing jasperite at places,
BH3,27,28,Basalt,B-Ja,7,Dark grey to reddish grey unaltered basalt containing jasperite at places,
BH3,28,29,Basalt,B-Ja,7,Dark grey to reddish grey unaltered basalt containing jasperite at places,
BH3,29,30,Basalt,B-Ja,7,Dark grey to reddish grey unaltered basalt containing jasperite at places,
BH3,30,31,Basalt,B-Ja,7,Dark grey to reddish grey unaltered basalt containing jasperite at places,
BH3,31,32,Basalt,B-Ja,7,Dark grey to reddish grey unaltered basalt containing jasperite at places,
BH3,32,33,Basalt,B,2,Light greenih grey to dark grey unaltered basalt,
BH3,33,34,Basalt,B,2,Light greenih grey to dark grey unaltered basalt,
BH3,34,35,Basalt,B,2,Light greenih grey to dark grey unaltered basalt,
BH3,35,36,Basalt,B-Ja,7,Dark greenish grey to reddish grey slightly fractured fragmented unaltered basalt containing jasperite serpentine at places,
BH3,36,37,Basalt,B-Ja,7,Dark greenish grey to reddish grey slightly fractured fragmented unaltered basalt containing jasperite serpentine at places,
BH3,37,38,Basalt,B-Ja,7,Dark greenish grey to reddish grey slightly fractured fragmented unaltered basalt containing jasperite serpentine at places,
BH3,38,39,Basalt,B-Ja,7,Dark greenish grey to reddish grey slightly fractured fragmented unaltered basalt containing jasperite serpentine at places,
BH3,39,40,Basalt,B-Ja,7,Dark greenish grey to reddish grey slightly fractured fragmented unaltered basalt containing jasperite serpentine at places,
BH3,40,41,Basalt,B-Ja,7,Dark greenish grey to reddish grey slightly fractured fragmented unaltered basalt containing jasperite serpentine at places,
BH3,41,42,Basalt,B-Ja,7,Dark greenish grey to reddish grey slightly fractured fragmented unaltered basalt containing jasperite serpentine at places,
BH3,42,43,Basalt,B-Ja,7,Dark greenish grey to reddish grey slightly fractured fragmented unaltered basalt containing jasperite serpentine at places,
BH3,43,44,Basalt,B-Ja,7,Dark greenish grey to reddish grey slightly fractured fragmented unaltered basalt containing jasperite serpentine at places,
BH3,44,45,Basalt,B-Ja,7,Dark greenish grey to reddish grey slightly fractured fragmented unaltered basalt containing jasperite serpentine at places,
BH3,45,46,Basalt,B-Ja,7,Dark greenish grey to reddish grey slightly fractured fragmented unaltered basalt containing jasperite serpentine at places,
BH3,46,47,Basalt,B-Ja,7,Dark greenish grey to reddish grey slightly fractured fragmented unaltered basalt containing jasperite serpentine at places,
BH3,47,48,Basalt,B-Ja,7,Dark greenish grey to reddish grey slightly fractured fragmented unaltered basalt containing jasperite serpentine at places,
BH3,48,49,Basalt,B-Ja,7,Dark greenish grey to reddish grey slightly fractured fragmented unaltered basalt containing jasperite serpentine at places,
BH3,49,50,Basalt,B-Ja,7,Dark greenish grey to reddish grey slightly fractured fragmented unaltered basalt containing jasperite serpentine at places,
BH3,50,51,Basalt,B-Ja,7,Dark greenish grey to reddish grey slightly fractured fragmented unaltered basalt containing jasperite serpentine at places,
BH3,51,52,Basalt,B-Ja,7,Dark greenish grey to reddish grey slightly fractured fragmented unaltered basalt containing jasperite serpentine at places,
BH3,52,53,Basalt,B-Ja,7,Dark greenish grey to reddish grey slightly fractured fragmented unaltered basalt containing jasperite serpentine at places,
BH3,53,54,Basalt,B-Ja,7,Dark greenish grey to reddish grey slightly fractured fragmented unaltered basalt containing jasperite serpentine at places,
BH3,54,55,Basalt,B-Ja,7,Dark greenish grey to reddish grey slightly fractured fragmented unaltered basalt containing jasperite serpentine at places,
BH3,55,56,Basalt,B-Ja,7,Dark greenish grey to reddish grey slightly fractured fragmented unaltered basalt containing jasperite serpentine at places,
BH3,56,57,Basalt,B-Ja,7,Dark greenish grey to reddish grey slightly fractured fragmented unaltered basalt containing jasperite serpentine at places,
BH3,57,58,Basalt,B-Ja,7,Dark greenish grey to reddish grey slightly fractured fragmented unaltered basalt containing jasperite serpentine at places,
BH3,58,59,Basalt,B-Ja,7,Dark greenish grey to reddish grey slightly fractured fragmented unaltered basalt containing jasperite serpentine at places,
BH3,59,60,Basalt,B-Ja,7,Light greenish grey to reddish grey unaltered basalt containing jasperite at places,
BH3,60,61,Basalt,B-Ja,7,Light greenish grey to reddish grey unaltered basalt containing jasperite at places,
BH3,61,62,Basalt,B-Ja,7,Light greenish grey to reddish grey unaltered basalt containing jasperite at places,
BH3,62,63,Basalt,B-Ja,7,Light greenish grey to reddish grey unaltered basalt containing jasperite at places,
BH3,63,64,Basalt,B-Ja,7,Light greenish grey to reddish grey unaltered basalt containing jasperite at places,
BH3,64,65,Basalt,B-Ja,7,Light greenish grey to reddish grey unaltered basalt containing jasperite at places,
BH3,65,66,Basalt,B-Ja,7,Light greenish grey to reddish grey unaltered basalt containing jasperite at places,
BH3,66,67,Basalt,B-Ja,7,Light greenish grey to reddish grey unaltered basalt containing jasperite at places,
BH3,67,68,Basalt,B-Ja,7,Light greenish grey to reddish grey unaltered basalt containing jasperite at places,
BH3,68,69,Basalt,B-Ja,7,Light greenish grey to reddish grey unaltered basalt containing jasperite at places,
BH3,69,70,Basalt,B-Ja,7,Dark grey to reddish grey altered basalt containing jasperite at places,
BH3,70,71,Basalt,B-Ja,7,Dark grey to reddish grey altered basalt containing jasperite at places,
BH3,71,72,Basalt,B-Ja,7,Dark grey to reddish grey altered basalt containing jasperite at places,
BH3,72,73,Basalt,B-Ja,7,Dark grey to reddish grey altered basalt containing jasperite at places,
BH3,73,74,Basalt,B-Ja,7,Dark grey to reddish grey altered basalt containing jasperite at places,
BH3,74,75,Basalt,B-Ja,7,Dark grey to reddish grey altered basalt containing jasperite at places,
BH3,75,76,Basalt,B-Ja,7,Dark grey to reddish grey altered basalt containing jasperite at places,
BH3,76,77,Basalt,B-Ja,7,Dark grey to reddish grey altered basalt containing jasperite at places,
BH3,77,78,Basalt,B-Ja,7,Dark grey to reddish grey altered basalt containing jasperite at places,
BH3,78,79,Basalt,B-Ja,7,Dark grey to reddish grey altered basalt containing jasperite at places,
BH3,79,80,Basalt,B-Ja,7,Dark grey to reddish grey altered basalt containing jasperite at places,
BH3,80,81,Basalt,B-Ja,7,Dark grey to reddish grey altered basalt containing jasperite at places,
BH3,81,82,Basalt,B-Ja,7,Dark grey to reddish grey altered basalt containing jasperite at places,
BH3,82,83,Basalt,B-Ja,7,Dark grey to reddish grey altered basalt containing jasperite at places,
BH3,83,84,Basalt,B-Ja,7,Dark grey to reddish grey altered basalt containing jasperite at places,
BH3,84,85,Basalt,B-Ja,7,Dark grey to reddish grey altered basalt containing jasperite at places,
BH3,85,86,Basalt,B-Ja,7,Dark grey to reddish grey altered basalt containing jasperite at places,
BH3,86,87,Basalt,B-Ja,7,Dark grey to reddish grey altered basalt containing jasperite at places,
