BHID,From,To,Rock Type/ Alterations,Symbol,Rtype,Description,
BH3,87,88,Basalt,B-Ja,7,Light greenish grey to reddish grey fracture and fragmented unaltered basalt containing jasperite at places,
BH3,88,89,Basalt,B-Ja,7,Light greenish grey to reddish grey fracture and fragmented unaltered basalt containing jasperite at places,
BH3,89,90,Basalt,B-Ja,7,Light greenish grey to reddish grey fracture and fragmented unaltered basalt containing jasperite at places,
BH3,90,91,Basalt,B-Ja,7,Light greenish grey to reddish grey fracture and fragmented unaltered basalt containing jasperite at places,
BH3,91,92,Basalt,B-Ja,7,Light greenish grey to reddish grey fracture and fragmented unaltered basalt containing jasperite at places,
BH3,92,93,Basalt,B-Ja,7,Light greenish grey to reddish grey fracture and fragmented unaltered basalt containing jasperite at places,
BH3,93,94,Basalt,B-Ja,7,Light greenish grey to reddish grey fracture and fragmented unaltered basalt containing jasperite at places,
BH3,94,95,Basalt,B-Ja,7,Light greenish grey to reddish grey fracture and fragmented unaltered basalt containing jasperite at places,
BH3,95,96,Basalt,B-Ja,7,Light greenish grey to reddish grey fracture and fragmented unaltered basalt containing jasperite at places,
BH3,96,97,Basalt,B-S,3,Dark greenish gey fractured and fragmented unaltered basalt at places contain serpentine,
BH3,97,98,Basalt,B-S,3,Dark greenish gey fractured and fragmented unaltered basalt at places contain serpentine,
BH3,98,99,Basalt,B-S,3,Dark greenish gey fractured and fragmented unaltered basalt at places contain serpentine,
BH3,99,100,Basalt,B-S,3,Dark greenish gey fractured and fragmented unaltered basalt at places contain serpentine,
BH3,100,101,Basalt,B-Ja,7,Dark grey to reddish grey slightly fractured and fragmented unaltered basalt containing jasperite at places,
BH3,101,102,Basalt,B-Ja,7,Dark grey to reddish grey slightly fractured and fragmented unaltered basalt containing jasperite at places,
BH3,102,103,Basalt,B-Ja,7,Dark grey to reddish grey slightly fractured and fragmented unaltered basalt containing jasperite at places,
BH3,103,104,Basalt,B-Ja,7,Dark grey to reddish grey slightly fractured and fragmented unaltered basalt containing jasperite at places,
BH3,104,105,Basalt,B-Ja,7,Dark grey to reddish grey slightly fractured and fragmented unaltered basalt containing jasperite at places,
BH3,105,106,Basalt,B-S,3,Dark greenish gey highly fractured and fragmented unaltered basalt at places contain serpentine,
BH3,106,107,Basalt,B-S,3,Dark greenish gey highly fractured and fragmented unaltered basalt at places contain serpentine,
BH3,107,108,Basalt,B-Ja,7,Light greenish grey to reddish grey unaltered basalt containing jasperite at places,
BH3,108,109,Basalt,B-Ja,7,Light greenish grey to reddish grey unaltered basalt containing jasperite at places,
BH3,109,110,Basalt,B-Ja,7,Light greenish grey to reddish grey unaltered basalt containing jasperite at places,
BH3,110,111,Basalt,B-Ja,7,Light greenish grey to reddish grey unaltered basalt containing jasperite at places,
BH3,111,112,Basalt,B-Ja,7,Light greenish grey to reddish grey unaltered basalt containing jasperite at places,
BH3,112,113,Basalt,B-Ja,7,Light greenish grey to reddish grey unaltered basalt containing jasperite at places,
BH3,113,114,Basalt,B,2,Light greenih grey to dark grey unaltered basalt,
BH3,114,115,Basalt,B,2,Light greenih grey to dark grey unaltered basalt,
BH3,115,116,Basalt,B,2,Light greenih grey to dark grey unaltered basalt,
BH3,116,117,Basalt,B,2,Light greenih grey to dark grey unaltered basalt,
BH3,117,118,Basalt,B,2,Light greenih grey to dark grey unaltered basalt,
BH3,118,119,Basalt,B,2,Light greenih grey to dark grey unaltered basalt,
BH3,119,120,Basalt,B-Ja,7,Light greenish grey to reddish grey slightly fractured and fragmented unaltered basalt containing jasperite at places,
BH3,120,121,Basalt,B-Ja,7,Light greenish grey to reddish grey slightly fractured and fragmented unaltered basalt containing jasperite at places,
BH3,121,122,Basalt,B-Ja,7,Light greenish grey to reddish grey slightly fractured and fragmented unaltered basalt containing jasperite at places,
BH3,122,123,Basalt,B-Ja,7,Light greenish grey to reddish grey slightly fractured and fragmented unaltered basalt containing jasperite at places,
BH3,123,124,Basalt,B-Ja,7,Light greenish grey to reddish grey slightly fractured and fragmented unaltered basalt containing jasperite at places,
BH3,124,125,Basalt,B-Ja,7,Light greenish grey to reddish grey slightly fractured and fragmented unaltered basalt containing jasperite at places,
BH3,125,126,Basalt,B-Ja,7,Light greenish grey to reddish grey slightly fractured and fragmented unaltered basalt containing jasperite at places,
BH3,126,127,Basalt,B-Ja,7,Light greenish grey to reddish grey slightly fractured and fragmented unaltered basalt containing jasperite at places,
BH3,127,128,Basalt,B-Ja,7,Light greenish grey unaltered basalt,
BH3,128,129,Basalt,B-Ja,7,Light greenish grey to reddish grey highly fractured and fragmented unaltered basalt containing jasperite at places,
BH3,129,130,Basalt,B-Ja,7,Light greenish grey to reddish grey highly fractured and fragmented unaltered basalt containing jasperite at places,
BH3,130,131,Basalt,B-Ja,7,Light greenish grey to reddish grey highly fractured and fragmented unaltered basalt containing jasperite at places,
BH3,131,132,Basalt,B-Ja,7,Light greenish grey to reddish grey highly fractured and fragmented unaltered basalt containing jasperite at places,
BH3,132,133,Basalt,B-Ja,7,Light greenish grey to reddish grey highly fractured and fragmented unaltered basalt containing jasperite at places,
BH3,133,134,Basalt,B-Ja,7,Light greenish grey to reddish grey highly fractured and fragmented unaltered basalt containing jasperite at places,
BH3,134,135,Basalt,B-Ja,7,Light greenish grey to reddish grey highly fractured and fragmented unaltered basalt containing jasperite at places,
BH3,135,136,Basalt,B-Ja,7,Light greenish grey to reddish grey highly fractured and fragmented unaltered basalt containing jasperite at places,
BH3,136,137,Basalt,B-Ja,7,Light greenish grey to reddish grey highly fractured and fragmented unaltered basalt containing jasperite at places,
BH3,137,138,Basalt,B-Ja,7,Light greenish grey to reddish grey highly fractured and fragmented unaltered basalt containing jasperite at places,
BH3,138,139,Basalt,B,2,Light greenish grey slightly fractured and fragmented unaltered basalt,
BH3,139,140,Basalt,B,2,Light greenish grey slightly fractured and fragmented unaltered basalt,
BH3,140,141,Basalt,B-Ja,7,Light greenish grey to reddish grey unaltered basalt containing jasperite at places,
BH3,141,142,Basalt,B-Ja,7,Light greenish grey to reddish grey unaltered basalt containing jasperite at places,
BH3,142,143,Basalt,B-Ja,7,Light greenish grey to reddish grey unaltered basalt containing jasperite at places,
BH3,143,144,Basalt,B-Ja,7,Light greenish grey to reddish grey unaltered basalt containing jasperite at places,
BH3,144,145,Basalt,B-Ja,7,Light greenish grey to reddish grey unaltered basalt containing jasperite at places,
BH3,145,146,Basalt,B-S,3,Dark greenish grey highly fractured and fragmented hydrothermally altered basalt at places contain serpentine,
BH3,146,147,Basalt,B-S,3,Dark greenish grey highly fractured and fragmented hydrothermally altered basalt at places contain serpentine,
BH3,147,148,Basalt,B-S,3,Dark greenish grey highly fractured and fragmented hydrothermally altered basalt at places contain serpentine,
BH3,148,149,Basalt,B-S,3,Light to dark greenish grey fractured and fragmented slightly metasomatically altered basalt containing serpentine,
BH3,149,150,Basalt,B-S,3,Light to dark greenish grey fractured and fragmented slightly metasomatically altered basalt containing serpentine,
BH3,150,151,Basalt,B-S,3,Light to dark greenish grey fractured and fragmented slightly metasomatically altered basalt containing serpentine,
BH3,151,152,Basalt,B-S,3,Light to dark greenish grey fractured and fragmented slightly metasomatically altered basalt containing serpentine,
BH3,152,153,Basalt,B-S,3,Light to dark greenish grey fractured and fragmented slightly metasomatically altered basalt containing serpentine,
BH3,153,154,Basalt,B-S,3,Light to dark greenish grey fractured and fragmented slightly metasomatically altered basalt containing serpentine,
BH3,154,155,Basalt,B-S,3,Light to dark greenish grey fractured and fragmented slightly metasomatically altered basalt containing serpentine,
BH3,155,156,Basalt,B-S,3,Light to dark greenish grey fractured and fragmented slightly metasomatically altered basalt containing serpentine,
BH3,156,157,Basalt,B-S,3,Light to dark greenish grey fractured and fragmented slightly metasomatically altered basalt containing serpentine,
BH3,157,158,Basalt,B-S,3,Light to dark greenish grey fractured and fragmented slightly metasomatically altered basalt containing serpentine,
BH3,158,159,Basalt,B-S,3,Light to dark greenish grey fractured and fragmented slightly metasomatically altered basalt containing serpentine,
BH3,159,160,Basalt,B-S,3,Light to dark greenish grey fractured and fragmented slightly metasomatically altered basalt containing serpentine,
BH3,160,161,Basalt,B-S,3,Light to dark greenish grey fractured and fragmented slightly metasomatically altered basalt containing serpentine,
BH3,161,162,Basalt,B-S,3,Light to dark greenish grey fractured and fragmented slightly metasomatically altered basalt containing serpentine,
BH3,162,163,Basalt,B-S,3,Light to dark greenish grey fractured and fragmented slightly metasomatically altered basalt containing serpentine,
BH3,163,164,Brecciated Basalt,B-S,3,Light to dark greenish grey fractured and fragmented slightly metasomatically altered basalt containing serpentine,
BH3,164,165,Brecciated Basalt,B-S,3,Light to dark greenish grey fractured and fragmented slightly metasomatically altered basalt containing serpentine,
BH3,165,166,Brecciated Basalt,B-S,3,Light to dark greenish grey fractured and fragmented slightly metasomatically altered basalt containing serpentine,
BH3,166,167,Brecciated Basalt,B-S,3,Light to dark greenish grey fractured and fragmented slightly metasomatically altered basalt containing serpentine,
BH3,167,168,Brecciated Basalt,B-S,3,Light to dark greenish grey fractured and fragmented slightly metasomatically altered basalt containing serpentine,
BH3,168,169,Brecciated Basalt,B-S,3,Light to dark greenish grey fractured and fragmented slightly metasomatically altered basalt containing serpentine,
BH3,169,170,Brecciated Basalt,B-S,3,Light to dark greenish grey fractured and fragmented slightly metasomatically altered basalt containing serpentine,
BH3,170,171,Basalt,B-Ja,7,Dark greenish grey to reddish grey highly fractured and fragmented altered basalt containing jasperite at places,
BH3,171,172,Basalt,B-Ja,7,Dark greenish grey to reddish grey highly fractured and fragmented altered basalt containing jasperite at places,
BH3,172,173,Basalt,B-Ja,7,Dark greenish grey to reddish grey highly fractured and fragmented altered basalt containing jasperite at places,
BH3,173,174,Basalt,B-Ja,7,Dark greenish grey to reddish grey highly fractured and fragmented altered basalt containing jasperite at places,
BH3,174,175,Basalt,B-Ja,7,Dark greenish grey to reddish grey slightly fractured and fragmented altered basalt containing jasperite at places,
BH3,175,176,Basalt,B-Ja,7,Dark greenish grey to reddish grey slightly fractured and fragmented altered basalt containing jasperite at places,
BH3,176,177,Basalt,B-Ja,7,Dark greenish grey to reddish grey slightly fractured and fragmented altered basalt containing jasperite at places,
BH3,177,178,Basalt,B-Ja,7,Dark greenish grey to reddish grey slightly fractured and fragmented altered basalt containing jasperite at places,
BH3,178,179,Basalt,B-Ja,7,Dark greenish grey to reddish grey slightly fractured and fragmented altered basalt containing jasperite at places,
BH3,179,180,Basalt,B-Ja,7,Dark greenish grey to reddish grey slightly fractured and fragmented altered basalt containing jasperite at places,
BH3,180,181,Basalt,B-Ja,7,Dark greenish grey to reddish grey slightly fractured and fragmented altered basalt containing jasperite at places,
BH3,181,182,Basalt,B-Ja,7,Dark greenish grey to reddish grey slightly fractured and fragmented altered basalt containing jasperite at places,
BH3,182,183,Basalt,B-Ja,7,Dark greenish grey to reddish grey slightly fractured and fragmented altered basalt containing jasperite at places,
BH3,183,184,Basalt,B-Ja,7,Dark greenish grey to reddish grey highly fractured and fragmented altered basalt containing jasperite at places,
BH3,184,185,Basalt,B-Ja,7,Dark greenish grey to reddish grey highly fractured and fragmented altered basalt containing jasperite at places,
BH3,185,186,Basalt,B-Ja,7,Dark greenish grey to reddish grey highly fractured and fragmented altered basalt containing jasperite at places,
BH3,186,187,Basalt,B-Ja,7,Dark greenish grey to reddish grey altered basalt containing jasperite at places,
BH3,187,188,Basalt,B-Ja,7,Dark greenish grey to reddish grey altered basalt containing jasperite at places,
BH3,188,189,Basalt,B-Ja,7,Dark greenish grey to reddish grey altered basalt containing jasperite at places,
BH3,189,190,Basalt,B-Ja,7,Dark greenish grey to reddish grey altered basalt containing jasperite at places,
BH3,190,191,Brecciated Basalt,B-Ja,7,Dark greenish grey to reddish grey altered basalt containing jasperite at places,
BH3,191,192,Basalt,B-Ja,7,Dark greenish grey to reddish grey altered basalt containing jasperite at places,
BH3,192,193,Basalt,B-Ja,7,Dark greenish grey to reddish grey altered basalt containing jasperite at places,
BH3,193,194,Basalt,B-Ja,7,Dark greenish grey to reddish grey altered basalt containing jasperite at places,
BH3,194,195,Brecciated Basalt,B-Ja,7,Dark greenish grey to reddish grey altered basalt containing jasperite at places,
BH3,195,196,Brecciated Basalt,B-Ja,7,Dark greenish grey to reddish grey altered basalt containing jasperite at places,
BH3,196,197,Brecciated Basalt,B-Ja,7,Dark greenish grey to reddish grey altered basalt containing jasperite at places,
BH3,197,198,Brecciated Basalt,B-Ja,7,Dark greenish grey to reddish grey altered basalt containing jasperite at places,
BH3,198,199,Brecciated Basalt,B-Ja,7,Dark greenish grey to reddish grey altered basalt containing jasperite at places,
BH3,199,200,Brecciated Basalt,B-Ja,7,Dark greenish grey to reddish grey altered basalt containing jasperite at places,
BH3,200,201,Brecciated Basalt,B-Ja,7,Dark greenish grey to reddish grey altered basalt containing jasperite at places,
BH3,201,202,Brecciated Basalt,B-Ja,7,Dark greenish grey to reddish grey altered basalt containing jasperite at places,
BH3,202,203,Brecciated Basalt,B-Ja,7,Dark greenish grey to reddish grey altered basalt containing jasperite at places,
BH3,203,204,Brecciated Basalt,B-Ja,7,Dark greenish grey to reddish grey fractured and fragmented altered basalt containing jasperite at places,
BH3,204,205,Brecciated Basalt,B-Ja,7,Dark greenish grey to reddish grey fractured and fragmented altered basalt containing jasperite at places,
BH3,205,206,Brecciated Basalt,B-Ja,7,Dark greenish grey to reddish grey fractured and fragmented altered basalt containing jasperite at places,
BH3,206,207,Brecciated Basalt,B-Ja,7,Dark greenish grey to reddish grey fractured and fragmented altered basalt containing jasperite at places,
BH3,207,208,Brecciated Basalt,B-Ja,7,Dark greenish grey to reddish grey fractured and fragmented altered basalt containing jasperite at places,
BH3,208,209,Brecciated Basalt,B-Ja,7,Dark greenish grey to reddish grey fractured and fragmented altered basalt containing jasperite at places,
BH3,209,210,Basalt,B-Ja,7,Dark greenish grey to reddish grey fractured and fragmented altered basalt containing jasperite at places,
BH3,210,211,Basalt,B-Ja,7,Dark greenish grey to reddish grey fractured and fragmented altered basalt containing jasperite at places,
BH3,211,212,Basalt,B-Ja,7,Dark greenish grey to reddish grey fractured and fragmented altered basalt containing jasperite at places,
BH3,212,213,Basalt,B-Ja,7,Dark greenish grey to reddish grey fractured and fragmented altered basalt containing jasperite at places,
BH3,213,214,Basalt,B-Ja,7,Dark greenish grey to reddish grey fractured and fragmented altered basalt containing jasperite at places,
BH3,214,215,Basalt,B-Ja,7,Dark greenish grey to reddish grey fractured and fragmented altered basalt containing jasperite at places,
BH3,215,216,Basalt,B-Ja,7,Dark greenish grey to reddish grey fractured and fragmented altered basalt containing jasperite at places,
BH3,216,217,Basalt,B-Ja,7,Dark greenish grey to reddish grey fractured and fragmented altered basalt containing jasperite at places,
BH3,217,218,Basalt,B-Ja,7,Dark greenish grey to reddish grey fractured and fragmented altered basalt containing jasperite at places,
BH4,0,1,Overburden /Alluviam,O-B,8,"Unconsolidated and loose material( sand, silt, clay etc) deposited by runoff. Non Coring",
BH4,1,2,Overburden /Alluviam,O-B,8,"Unconsolidated and loose material( sand, silt, clay etc) deposited by runoff. Non Coring",
BH4,2,3,Overburden /Alluviam,O-B,8,"Unconsolidated and loose material( sand, silt, clay etc) deposited by runoff. Non Coring",
BH4,3,4,Overburden /Alluviam,O-B,8,"Unconsolidated and loose material( sand, silt, clay etc) deposited by runoff. Non Coring",
BH4,4,5,Overburden /Alluviam,O-B,8,"Unconsolidated and loose material( sand, silt, clay etc) deposited by runoff. Non Coring",
BH4,5,6,Overburden /Alluviam,O-B,8,"Light Redish to dark redish grey at places dark grey highly weathered, oxidized soft rock containing limonite, geothite. Core washed",
BH4,6,7,Overburden /Alluviam,O-B,8,"Light Redish to dark redish grey at places dark grey highly weathered, oxidized soft rock containing limonite, geothite. Core washed",
BH4,7,8,Basalt,B-Ja,7,Dark grey to reddish grey weathered altered basalt containing jasperite. Core washed,
BH4,8,9,Basalt,B-Ja,7,Dark grey to reddish grey weathered altered basalt containing jasperite. Core washed,
BH4,9,10,Basalt,B-Ja,7,Dark grey to reddish grey weathered altered basalt containing jasperite. Core washed,
BH4,10,11,Basalt,B-Ja,7,Dark grey to reddish grey weathered altered basalt containing jasperite. Core washed,
BH4,11,12,Basalt,B-Ja,7,Dark grey to reddish grey weathered altered basalt containing jasperite. Core washed,
BH4,12,13,Basalt,B-Ja,7,Dark grey to reddish grey weathered altered basalt containing jasperite. Core washed,
BH4,13,14,Basalt,B-Ja,7,Dark grey to reddish grey weathered altered basalt containing jasperite. Core washed,
BH4,14,15,Basalt,B-Ja,7,Dark grey to reddish grey weathered altered basalt containing jasperite. Core washed,
BH4,15,16,Basalt,B,2,Dark greenish grey glassy textured soft & fragmented metasomatically altered basalt. Core washed,
BH4,16,17,Basalt,B,2,Dark greenish grey glassy textured soft & fragmented metasomatically altered basalt. Core washed,
BH4,17,18,Basalt,B,2,Dark greenish grey glassy textured soft & fragmented metasomatically altered basalt. Core washed,
BH4,18,19,Basalt,B,2,Dark greenish grey glassy textured slightly soft & fragmented metasomatically altered basalt,
BH4,19,20,Basalt,B,2,Dark greenish grey glassy textured slightly soft & fragmented metasomatically altered basalt,
BH4,20,21,Basalt,B,2,Dark greenish grey glassy textured slightly soft & fragmented metasomatically altered basalt,
BH4,21,22,Basalt,B-Ja,7,Dark grey to reddish grey slightly soft and fragmented altered basalt containing jasperite,
BH4,22,23,Basalt,B-Ja,7,Dark grey to reddish grey slightly soft and fragmented altered basalt containing jasperite,
BH4,23,24,Brecciated basalt,B-Ja,7,Dark grey to reddish grey slightly soft and fragmented altered basalt containing jasperite,
BH4,24,25,Brecciated basalt,B-Ja,7,Dark grey to reddish grey slightly soft and fragmented altered basalt containing jasperite,
BH4,25,26,Basalt,B-Ja,7,Dark grey to reddish grey slightly soft and fragmented altered basalt containing jasperite,
BH4,26,27,Basalt,B-Ja,7,Dark grey to reddish grey hard and compact altered basalt containing jasperite at places,
BH4,27,28,Basalt,B-Ja,7,Dark grey to reddish grey hard and compact altered basalt containing jasperite at places,
BH4,28,29,Basalt,B-Ja,7,Dark grey to reddish grey hard and compact altered basalt containing jasperite at places,
BH4,29,30,Basalt,B-Ja,7,Dark grey to reddish grey hard and compact altered basalt containing jasperite at places,
BH4,30,31,Basalt,B-Ja,7,Dark grey to reddish grey hard and compact altered basalt containing jasperite at places,
BH4,31,32,Basalt,B-Ja,7,Dark grey to reddish grey hard and compact altered basalt containing jasperite at places,
BH4,32,33,Basalt,B-Ja,7,Dark grey to reddish grey hard and compact altered basalt containing jasperite at places,
BH4,33,34,Basalt,B-Ja,7,Dark grey to reddish grey hard and compact altered basalt containing jasperite at places,
BH4,34,35,Basalt,B-Ja,7,Dark grey to reddish grey hard and compact altered basalt containing jasperite at places,
BH4,35,36,Basalt,B-Ja,7,Dark grey to reddish grey hard and compact altered basalt containing jasperite at places,
BH4,36,37,Basalt,B-Ja,7,Dark grey to reddish grey hard and compact altered basalt containing jasperite at places,
BH4,37,38,Basalt,B-Ja,7,Dark grey to reddish grey hard and compact altered basalt containing jasperite at places,
BH4,38,39,Basalt,B-Ja,7,Dark grey to reddish grey hard and compact altered basalt containing jasperite at places,
BH4,39,40,Basalt,B-Ja,7,Dark grey to reddish grey hard and compact altered basalt containing jasperite at places,
BH4,40,41,Basalt,B-Ja,7,Dark grey to reddish grey hard and compact altered basalt containing jasperite at places,
BH4,41,42,Basalt,B-Ja,7,Dark grey to reddish grey hard and compact altered basalt containing jasperite at places,
BH4,42,43,Brecciated basalt,B-Ja,7,Dark grey to reddish grey hard and compact altered basalt containing jasperite at places,
BH4,43,44,Brecciated basalt,B-Ja,7,Dark grey to reddish grey hard and compact altered basalt containing jasperite at places,
BH4,44,45,Brecciated basalt,B-Ja,7,Dark grey to reddish grey hard and compact altered basalt containing jasperite at places,
BH4,45,46,Brecciated basalt,B-Ja,7,Dark grey to reddish grey hard and compact altered basalt containing jasperite at places,
BH4,46,47,Brecciated basalt,B-Ja,7,Dark grey to reddish grey hard and compact altered basalt containing jasperite at places,
BH4,47,48,Brecciated basalt,B-Ja,7,Dark grey to reddish grey hard and compact altered basalt containing jasperite at places,
BH4,48,49,Brecciated basalt,B-Ja,7,Dark grey to reddish grey hard and compact altered basalt containing jasperite at places,
BH4,49,50,Brecciated basalt,B-Ja,7,Dark grey to reddish grey hard and compact altered basalt containing jasperite at places,
BH4,50,51,Brecciated basalt,B-Ja,7,Dark grey to reddish grey hard and compact altered basalt containing jasperite at places,
BH4,51,52,Brecciated basalt,B-Ja,7,Dark grey to reddish grey hard and compact altered basalt containing jasperite at places,
BH4,52,53,Brecciated basalt,B-Ja,7,Dark grey to reddish grey hard and compact altered basalt containing jasperite at places,
BH4,53,54,Brecciated basalt,B-Ja,7,Dark grey to reddish grey hard and compact altered basalt containing jasperite at places,
BH4,54,55,Brecciated basalt,B-Ja,7,Dark grey to reddish grey hard and compact altered basalt containing jasperite at places,
BH4,55,56,Brecciated basalt,B-Ja,7,Dark grey to reddish grey hard and compact altered basalt containing jasperite at places,
BH4,56,57,Basalt,B-Ja,7,Dark grey to reddish grey hard and compact altered basalt containing jasperite at places,
BH4,57,58,Basalt,B-Ja,7,Dark grey to reddish grey hard and compact altered basalt containing jasperite at places,
BH4,58,59,Basalt,B-Ja,7,Dark grey to reddish grey hard and compact altered basalt containing jasperite at places,
BH4,59,60,Brecciated basalt,B-Ja,7,Dark grey to reddish grey hard and compact altered basalt containing jasperite at places,
BH4,60,61,Brecciated basalt,B-Ja,7,Dark grey to reddish grey hard and compact altered basalt containing jasperite at places,
BH4,61,62,Brecciated basalt,B-Ja,7,Dark grey to reddish grey hard and compact altered basalt containing jasperite at places,
BH4,62,63,Brecciated basalt,B-Ja,7,Dark grey to reddish grey hard and compact altered basalt containing jasperite at places,
BH4,63,64,Brecciated basalt,B-Ja,7,Dark grey to reddish grey hard and compact altered basalt containing jasperite at places,
BH4,64,65,Brecciated basalt,B-Ja,7,Dark grey to reddish grey hard and compact altered basalt containing jasperite at places,
BH4,65,66,Basalt,B-Ja,7,Dark grey to reddish grey hard and compact altered basalt containing jasperite at places,
BH4,66,67,Basalt,B-Ja,7,Dark grey to reddish grey hard and compact altered basalt containing jasperite at places,
BH4,67,68,Basalt,B-Ja,7,Dark grey to reddish grey hard and compact altered basalt containing jasperite at places,
BH4,68,69,Basalt,B-Ja,7,Dark grey to reddish grey hard and compact altered basalt containing jasperite at places,
BH4,69,70,Basalt,B-Ja,7,Dark grey to reddish grey hard and compact altered basalt containing jasperite at places,
BH4,70,71,Basalt,B-Ja,7,Dark grey to reddish grey hard and compact altered basalt containing jasperite at places,
BH4,71,72,Basalt,B-Ja,7,Dark grey to reddish grey hard and compact altered basalt containing jasperite at places,
BH4,72,73,Basalt,B-Ja,7,Dark grey to reddish grey hard and compact altered basalt containing jasperite at places,
BH4,73,74,Basalt,B-Ja,7,Dark grey to reddish grey hard and compact altered basalt containing jasperite at places,
BH4,74,75,Basalt,B-Ja,7,Dark grey to reddish grey hard and compact altered basalt containing jasperite at places,
BH4,75,76,Basalt,B-Ja,7,Dark grey to reddish grey hard and compact altered basalt containing jasperite at places,
BH4,76,77,Basalt,B-Ja,7,Dark grey to reddish grey hard and compact altered basalt containing jasperite at places,
BH4,77,78,Basalt,B-Ja,7,Dark grey to reddish grey hard and compact altered basalt containing jasperite at places,
BH4,78,79,Basalt,B-Ja,7,Dark grey to reddish grey hard and compact altered basalt containing jasperite at places,
BH4,79,80,Basalt,B-Ja,7,Dark grey to reddish grey hard and compact altered basalt containing jasperite at places,
BH4,80,81,Basalt,B-Ja,7,Dark grey to reddish grey hard and compact altered basalt containing jasperite at places,
BH4,81,82,Basalt,B-Ja,7,Dark grey to reddish grey hard and compact altered basalt containing jasperite at places,
BH4,82,83,Basalt,B-Ja,7,Dark grey to reddish grey hard and compact altered basalt containing jasperite at places,
BH4,83,84,Basalt,B-Ja,7,Dark grey to reddish grey hard and compact altered basalt containing jasperite at places,
BH4,84,85,Basalt,B-Ja,7,Dark grey to reddish grey hard and compact altered basalt containing jasperite at places,
BH4,85,86,Basalt,B-Ja,7,Dark grey to reddish grey hard and compact altered basalt containing jasperite at places,
BH4,86,87,Basalt,B-Ja,7,Dark grey to reddish grey hard and compact altered basalt containing jasperite at places,
BH4,87,88,Basalt,B-Ja,7,Dark grey to reddish grey hard and compact altered basalt containing jasperite at places,
BH4,88,89,Basalt,B-Ja,7,Dark grey to reddish grey hard and compact altered basalt containing jasperite at places,
BH4,89,90,Basalt,B-Ja,7,Dark grey to reddish grey hard and compact altered basalt containing jasperite at places,
BH4,90,91,Basalt,B-Ja,7,Dark grey to reddish grey hard and compact altered basalt containing jasperite at places,
BH4,91,92,Basalt,B-Ja,7,Dark grey to reddish grey hard and compact altered basalt containing jasperite at places,
BH4,92,93,Basalt,B-Ja,7,Dark grey to reddish grey hard and compact altered basalt containing jasperite at places,
BH4,93,94,Basalt,B-Ja,7,Dark grey to reddish grey hard and compact altered basalt containing jasperite at places,
BH4,94,95,Basalt,B-Ja,7,Dark grey to reddish grey hard and compact altered basalt containing jasperite at places,
BH4,95,96,Basalt,B-Ja,7,Dark grey to reddish grey hard and compact altered basalt containing jasperite at places,
BH4,96,97,Basalt,B-Ja,7,Dark grey to reddish grey hard and compact altered basalt containing jasperite at places,
BH4,97,98,Basalt,B-Ja,7,Dark grey to reddish grey hard and compact altered basalt containing jasperite at places,
BH4,98,99,Basalt,B-Ja,7,Dark grey to reddish grey hard and compact altered basalt containing jasperite at places,
BH4,99,100,Basalt,B-Ja,7,Dark grey to reddish grey hard and compact altered basalt containing jasperite at places,
BH4,100,101,Basalt,B-Ja,7,Dark grey to reddish grey hard and compact altered basalt containing jasperite at places,
BH4,101,102,Basalt,B-Ja,7,Dark grey to reddish grey hard and compact altered basalt containing jasperite at places,
BH4,102,103,Basalt,B-Ja,7,Dark grey to reddish grey hard and compact altered basalt containing jasperite at places,
BH4,103,104,Basalt,B-Ja,7,Dark grey to reddish grey hard and compact altered basalt containing jasperite at places,
BH4,104,105,Basalt,B-Ja,7,Dark grey to reddish grey hard and compact altered basalt containing jasperite at places,
BH4,105,106,Basalt,B-Ja,7,Dark grey to reddish grey hard and compact altered basalt containing jasperite at places,
BH4,106,107,Basalt,B-Ja,7,Dark grey to reddish grey hard and compact altered basalt containing jasperite at places,
BH4,107,108,Basalt,B-Ja,7,Dark grey to reddish grey hard and compact altered basalt containing jasperite at places,
BH4,108,109,Basalt,B-Ja,7,Dark grey to reddish grey hard and compact altered basalt containing jasperite at places,
BH4,109,110,Basalt,B-Ja,7,Dark grey to reddish grey hard and compact altered basalt containing jasperite at places,
BH4,110,111,Basalt,B-Ja,7,Dark grey to reddish grey hard and compact altered basalt containing jasperite at places,
BH4,111,112,Basalt,B-Ja,7,Dark grey to reddish grey hard and compact altered basalt containing jasperite at places,
BH4,112,113,Basalt,B-Ja,7,Dark grey to reddish grey hard and compact altered basalt containing jasperite at places,
BH4,113,114,Basalt,B-Ja,7,Dark grey to reddish grey hard and compact altered basalt containing jasperite at places,
BH4,114,115,Basalt,B-Ja,7,Dark grey to reddish grey hard and compact altered basalt containing jasperite at places,
BH4,115,116,Basalt,B-Ja,7,Dark grey to reddish grey hard and compact altered basalt containing jasperite at places,
BH4,116,117,Basalt,B,2,Dark grey hydrothermally altered basalt,
BH4,117,118,Basalt,B,2,Dark grey hydrothermally altered basalt,
BH4,118,119,Basalt,B,2,Dark grey hydrothermally altered basalt,
BH4,119,120,Basalt,B,2,Dark grey hydrothermally altered basalt,
BH4,120,121,Basalt,B,2,Dark grey hydrothermally altered basalt,
BH4,121,122,Basalt,B,2,Dark grey hydrothermally altered basalt,
BH5,0,1,Overburden,O-B,8,"Unconsolidated and loose material( sand, silt, clay etc) deposited by runoff. Non Coring",
